id,unique_number,name_en,name_fr,short_description_en,short_description_fr,justification_en,justification_fr,date_inscribed,secondary_dates,danger,longitude,latitude,area_hectares,criteria_txt,category,states_name_en,states_name_fr,region_en,region_fr,created_at,updated_at,name_zh,states_name_zh,short_description_zh,region_zh
392,667,Kasbah of Algiers,"Casbah d'Alger","The Kasbah is a unique kind of medina, or Islamic city. It stands in one of the finest coastal sites on the Mediterranean, overlooking the islands where a Carthaginian trading-post was established in the 4th century BC. There are the remains of the citadel, old mosques and Ottoman-style palaces as well as the remains of a traditional urban structure associated with a deep-rooted sense of community.","Dans l’un des plus beaux sites maritimes de la Méditerranée, surplombant les îlots où un comptoir carthaginois fut installé dès le IVe siècle av. J.-C., la Casbah constitue un type unique de <em>médina</em> , ou ville islamique. Lieu de mémoire autant que d’histoire, elle comprend des vestiges de la citadelle, des mosquées anciennes, des palais ottomans, ainsi qu’une structure urbaine traditionnelle associée à un grand sens de la communauté.",,,1992,,0,3.0602800,36.7833300,54.70,(ii)(v),Cultural,Algeria,Algérie,Arab States,États arabes,2024-04-28 08:57:01.018059,2024-05-01 08:30:24.346965,阿爾及爾古城堡 (Kasbah of Algiers),阿爾及利亞,卡斯巴是一種獨特的麥地那，或伊斯蘭城市。它位於地中海最美麗的海岸地點之一，俯瞰著公元前4世紀迦太基貿易站建立的島嶼。這裡有城堡遺址、古老的清真寺和奧斯曼風格的宮殿，以及與根深蒂固的社區意識相關聯的傳統城市結構的遺跡。該地點被列入世界遺產，展示了獨特而珍貴的文化和歷史價值。,阿拉伯國家
393,1487,Madriu-Perafita-Claror Valley,La Vallée du Madriu-Perafita-Claror,"The cultural landscape of Madriu-Perafita-Claror Valley offers a microcosmic perspective of the way people have harvested the resources of the high Pyrenees over millennia. Its dramatic glacial landscapes of craggy cliffs and glaciers, with high open pastures and steep wooded valleys, covers an area of 4,247 ha, 9% of the total area of the principality. It reflects past changes in climate, economic fortune and social systems, as well as the persistence of pastoralism and a strong mountain culture, notably the survival of a communal land-ownership system dating back to the 13th century. The site features houses, notably summer settlements, terraced fields, stone tracks and evidence of iron smelting.","Le paysage culturel de la vall&eacute;e du Madriu-Perafita-Claror est un microcosme qui t&eacute;moigne du g&eacute;nie d&eacute;ploy&eacute; par les populations des Pyr&eacute;n&eacute;es au cours du mill&eacute;naire pour exploiter les ressources locales. Ses paysages spectaculaires de montagnes d&eacute;chiquet&eacute;es et de glaciers, avec ses alpages et ses profondes vall&eacute;es bois&eacute;es, couvrent une zone de 4 247 ha, soit 9% de la superficie totale de l&rsquo;Andorre. La vall&eacute;e refl&egrave;te les mutations du climat, des conditions &eacute;conomiques et des syst&egrave;mes sociaux, ainsi que la permanence du pastoralisme et d&rsquo;une forte culture montagnarde, illustr&eacute;e notamment par la permanence d&rsquo;un syst&egrave;me de gestion communale des terrains datant du XIIIe si&egrave;cle. Le site, dernier endroit du pays &agrave; ne pas disposer de route, comprend des habitations notamment des cabanes d&rsquo;&eacute;t&eacute; pour les bergers, des champs en terrasse, des sentiers empierr&eacute;s et des vestiges de fonderie.",<em>Criterion (v):</em> The Madriu-Perafita-Claror Valley is a microcosm of the way its inhabitants have harvested the scarce resources of the high Pyrenees over the past millennia to create a sustainable living environment in harmony with the mountain landscape. The Valley is a reflection of an ancient communal system of land management that has survived for over 700 years.,"<em>Crit&egrave;re (v)&nbsp;:</em> La Vall&eacute;e du Madriu-Perafita-Claror est un microcosme de la mani&egrave;re dont ses habitants ont recueilli les rares ressources des hautes Pyr&eacute;n&eacute;es au cours des derniers mill&eacute;naires pour cr&eacute;er un environnement vivant durable, en harmonie avec le paysage de montagne. La Vall&eacute;e rappelle un ancien syst&egrave;me communal de gestion des terres qui subsiste depuis plus de 700 ans.",2004,,0,1.5955556,42.4947222,4247.00,(v),Cultural,Andorra,Andorre,Europe and North America,Europe et Amérique du Nord,2024-04-28 08:57:01.01938,2024-05-01 08:30:29.200849,瑪德留-佩拉菲塔-克拉羅山谷,安道爾,馬德留-佩拉菲塔-克拉羅山谷的文化景觀提供了一個微觀的視角，展示了人們在數千年來如何收穫比利牛斯山脈的資源。其壯麗的冰川地形，峭壁和冰川，高海拔的開闊牧場和陡峭的木柵谷地覆蓋了4247公頃的面積，佔了該公國總面積的9%。這反映了過去氣候、經濟運勢和社會體制的變化，以及畜牧業的持續存在和強大的山地文化，尤其是可以追溯到13世紀的共有土地所有制。該遺址包括房屋，特別是夏季定居點，梯田，石頭小路和冶鐵跡象。,歐洲和北美洲
394,2128,"Mbanza Kongo, Vestiges of the Capital of the former Kingdom of Kongo","Mbanza Kongo, vestiges de la capitale de l’ancien Royaume du Kongo","The town of Mbanza Kongo, located on a plateau at an altitude of 570 m, was the political and spiritual capital of the Kingdom of Kongo, one of the largest constituted states in Southern Africa from the 14th to 19th centuries. The historical area grew around the royal residence, the customary court and the holy tree, as well as the royal funeral places. When the Portuguese arrived in the 15th century they added stone buildings constructed in accordance with European methods to the existing urban conurbation built in local materials. Mbanza Kongo illustrates, more than anywhere in sub-Saharan Africa, the profound changes caused by the introduction of Christianity and the arrival of the Portuguese into Central Africa.","La cité de Mbanza Kongo, située sur un plateau à 570 m d’altitude, était la capitale politique et spirituelle du Royaume du Kongo, l’un des plus grands États constitués d’Afrique australe du XIVe au XIXe siècle. La zone historique s’est développée autour de la résidence royale, du tribunal coutumier et de l’arbre sacré, ainsi que des lieux funéraires royaux. Arrivés au XVe siècle, les Portugais ont ajouté des bâtiments en pierre, érigés selon les normes européennes, à l’agglomération urbaine existante, construite en matériaux locaux. Mbanza Kongo illustre, comme nulle part ailleurs en Afrique subsaharienne, les profonds changements qui découlèrent de l’introduction du christianisme et de l’arrivée des Portugais en Afrique centrale.",,,2017,,0,14.2497222,-6.2688889,89.29,(iii)(iv),Cultural,Angola,Angola,Africa,Afrique,2024-04-28 08:57:01.020924,2024-05-01 08:30:35.879636,剛果王國前首都孟班薩遺址,安哥拉,位於海拔570米高原上的姆班扎孔戈鎮，是創建於14至19世紀間的南非最大組成國家孔戈王國的政治和精神首都。歷史悠久的區域圍繞著皇家住所、慣例法庭和神聖樹以及皇家葬禮場所而發展。當葡萄牙人於15世紀抵達時，他們按照歐洲方法建造了石製建築，以補充當地建築材料所建成的現有城市聚落。姆班扎孔戈展示了在撒哈拉以南非洲地區，由基督教引入和葡萄牙人進入中非所引起的深刻變化，是非洲深具代表性的世界遺產之一。,非洲
395,2086,Antigua Naval Dockyard and Related Archaeological Sites,Chantier naval d’Antigua et sites archéologiques associés,"The site consists of a group of Georgian-style naval buildings and structures, set within a walled enclosure. The natural environment of this side of the island of Antigua, with its deep, narrow bays surrounded by highlands, offered shelter from hurricanes and was ideal for repairing ships. The construction of the Dockyard by the British navy would not have been possible without the labour of generations of enslaved Africans since the end of the 18th century. Its aim was to protect the interests of sugar cane planters at a time when European powers were competing for control of the Eastern Caribbean.","Le site consiste en un ensemble de bâtiments et d’installations portuaires de l’époque géorgienne, bordé d'une enceinte fortifiée. L’environnement naturel de cette partie de l’île d’Antigua, avec ses baies profondes et étroites entourées de hautes terres, offrait un abri contre les ouragans et était propice à la réparation des navires. La construction de ce chantier naval par la Marine britannique, n’aurait pas été possible sans le travail de générations d’esclaves africains, depuis la fin du XVIIIe siècle. L'objectif était de protéger les intérêts des planteurs de canne à sucre, à une époque où les puissances européennes se disputaient le contrôle des Caraïbes orientales.",,,2016,,0,-61.7616667,17.0069444,255.00,(ii)(iv),Cultural,Antigua and Barbuda,Antigua-et-Barbuda,Latin America and the Caribbean,Amérique latine et Caraïbes,2024-04-28 08:57:01.022168,2024-05-01 08:30:41.818266,安提瓜海軍造船廠及相關考古遺址,安提瓜和巴布達,這個世界遺產地點包括一組喬治亞風格的海軍建築和結構，位於一個被城牆圍繞的區域內。安提瓜島這一側的自然環境，擁有深窄的海灣被高地所環繞，提供了避風避風的避風港，非常適合修理船隻。 英國海軍修建這座造船廠的工程，自18世紀末以來的幾代被奴役的非洲人的勞動才得以實現。它的目的是在歐洲大國爭奪東加勒比地區控制權的時候，保護蔗糖種植者的利益。,拉丁美洲和加勒比海
396,160,Los Glaciares National Park,Parc national de Los Glaciares,"The Los Glaciares National Park is an area of exceptional natural beauty, with rugged, towering mountains and numerous glacial lakes, including Lake Argentino, which is 160 km long. At its farthest end, three glaciers meet to dump their effluvia into the milky grey glacial water, launching massive igloo icebergs into the lake with thunderous splashes.","Le parc national de Los Glaciares est un domaine d’une beauté naturelle exceptionnelle avec ses imposants sommets découpés et ses nombreux lacs glaciaires, dont le lac Argentino, long de 160 km. À son extrémité, trois glaciers se rejoignent et déversent leurs effluents dans les eaux glaciales d’un gris laiteux, sous forme d’énormes icebergs qui tombent dans le lac avec un bruit de tonnerre.",,,1981,,0,-73.2494400,-50.0000000,726927.00,(vii)(viii),Natural,Argentina,Argentine,Latin America and the Caribbean,Amérique latine et Caraïbes,2024-04-28 08:57:01.02344,2024-05-01 08:30:47.041915,洛斯格拉西亞雷斯國家公園,阿根廷,洛斯格拉西亞雷斯國家公園是一個擁有壯麗自然美景的地區，擁有崎嶇挺立的山脈和眾多冰川湖泊，其中包括長達160公里的阿根廷湖。在湖泊的遠端，三座冰川相會，將它們的冰川冰層倒入灰濁的冰川水中，發射出巨大的冰屋冰山，引起雷霆般的飛濺聲。,拉丁美洲和加勒比海
397,340,Iguazu National Park,"Parc national de l'Iguazu","The semicircular waterfall at the heart of this site is some 80 m high and 2,700 m in diameter and is situated on a basaltic line spanning the border between Argentina and Brazil. Made up of many cascades producing vast sprays of water, it is one of the most spectacular waterfalls in the world. The surrounding subtropical rainforest has over 2,000 species of vascular plants and is home to the typical wildlife of the region: tapirs, giant anteaters, howler monkeys, ocelots, jaguars and caymans.","Haute de 80 m et longue de 2 700 m sur un front basaltique enjambant la frontière entre l’Argentine et le Brésil, la cataracte en semi-cercle au cœur de ce site est l’une des plus spectaculaires du monde. Divisée en cascades multiples produisant d’immenses embruns, elle est entourée d’une forêt subtropicale humide renfermant plus de 2 000 espèces de plantes vasculaires et abritant une faune typique de la région : tapirs, fourmiliers géants, singes hurleurs, ocelots, jaguars et caïmans.",,,1984,,0,-54.2860730,-25.5773570,55000.00,(vii)(x),Natural,Argentina,Argentine,Latin America and the Caribbean,Amérique latine et Caraïbes,2024-04-28 08:57:01.024839,2024-05-01 08:30:51.856526,伊瓜蘇國家公園,阿根廷,這個世界遺產地點位於阿根廷和巴西之間的玄武岩線上，中心位置的半圓形瀑布高約80米，直徑約2700米。由許多瀑布組成，形成巨大的水花，是世界上最壯觀的瀑布之一。周圍的亞熱帶雨林擁有超過2000種脈狀植物，並且是當地典型野生動物的棲息地：包括塔皮爾、巨食蟻獸、吼猴、美洲虎和短吻鱷。,拉丁美洲和加勒比海
398,1091,"Cueva de las Manos, Río Pinturas","Cueva de las Manos, Río Pinturas","The Cueva de las Manos, Río Pinturas, contains an exceptional assemblage of cave art, executed between 13,000 and 9,500 years ago. It takes its name (Cave of the Hands) from the stencilled outlines of human hands in the cave, but there are also many depictions of animals, such as guanacos (<em>Lama guanicoe</em> ), still commonly found in the region, as well as hunting scenes. The people responsible for the paintings may have been the ancestors of the historic hunter-gatherer communities of Patagonia found by European settlers in the 19th century.","La Cueva de las Manos, Río Pinturas, renferme un ensemble exceptionnel d’art rupestre exécuté il y a de cela 13 000 à 9 500 ans. Elle doit son nom (grotte aux mains) aux impressions de mains – comme au pochoir – réalisées sur ses parois, mais comprend aussi de nombreuses représentations d’animaux, notamment de guanacos (<em>Lama guanicœ</em> ) qui sont toujours présents dans cette région, ainsi que des scènes de chasse. Les auteurs de ces peintures pourraient avoir été les ancêtres des communautés historiques de chasseurs-cueilleurs de Patagonie rencontrées par les colons européens au XIXe siècle.",<em>Criterion (iii):</em> The Cueva de las Manos contains an outstanding collection of prehistoric rock art which bears witness to the culture of the earliest human societies in South America.,<em>Critère(iii):</em> La Cueva de las Manos renferme un ensemble exceptionnel d’art rupestre préhistorique qui témoigne de la culture des premières sociétés humaines en Amérique du Sud.,1999,,0,-70.6666667,-47.1500000,600.00,(iii),Cultural,Argentina,Argentine,Latin America and the Caribbean,Amérique latine et Caraïbes,2024-04-28 08:57:01.026231,2024-05-01 08:30:56.053875,手印洞，彩繪河,阿根廷,"The Cueva de las Manos, Río Pinturas, is a world heritage site that contains a remarkable collection of cave art dating back to between 13,000 and 9,500 years ago. The site gets its name, which translates to ""Cave of the Hands,"" from the stencilled outlines of human hands found within the cave. In addition to these handprints, there are also numerous depictions of animals such as guanacos (Lama guanicoe), which are still prevalent in the region, as well as scenes of hunting. It is believed that the individuals who created these paintings may have been the ancestors of the hunter-gatherer communities of Patagonia that were encountered by European settlers in the 19th century. The significance of this site lies in its preservation of ancient art that provides insight into the lives and customs of early inhabitants of the region.",拉丁美洲和加勒比海
399,1092,Península Valdés,"Presqu'île de Valdés",Península Valdés in Patagonia is a site of global significance for the conservation of marine mammals. It is home to an important breeding population of the endangered southern right whale as well as important breeding populations of southern elephant seals and southern sea lions. The orcas in this area have developed a unique hunting strategy to adapt to local coastal conditions.,"Située en Patagonie, la presqu’île de Valdés est un site d’importance mondiale pour la préservation des mammifères marins. Elle héberge d’importantes populations reproductrices de baleines franches menacées, ainsi que d’éléphants et de lions de mer du Sud. Les orques de cette région ont développé une stratégie de chasse unique en son genre, afin de s’adapter aux conditions côtières locales.","<em>Criterion (x):</em> Peninsula Valdés contains very important and significant natural habitats for the in-situ conservation of several threatened species of outstanding universal value, and specifically its globally important concentration of breeding southern right whales, which is an endangered species. It is also important because of the breeding populations of southern elephant seals and southern sea lions. The area exhibits an exceptional example of adaptation of hunting techniques by the orca to the local coastal conditions.","<em>Critère (x) :</em> La presqu’île de Valdés contient des habitats naturels très importants et significatifs pour la conservation in situ de plusieurs espèces menacées d’importance universelle exceptionnelle et notamment pour sa concentration mondialement importante de baleines franches, une espèce menacée d’extinction qui se reproduit dans la région. Elle est également importante pour les populations reproductrices d’éléphants et de lions de mer. La région présente un exemple exceptionnel de techniques de chasse de l'orque adaptées aux conditions côtières locales.",1999,,0,-64.0000000,-42.5000000,360000.00,(x),Natural,Argentina,Argentine,Latin America and the Caribbean,Amérique latine et Caraïbes,2024-04-28 08:57:01.027506,2024-05-01 08:30:59.766402,瓦爾德斯半島,阿根廷,巴塔哥尼亞的瓦爾德斯半島是全球重要的海洋哺乳動物保護地點。這裡是瀕危的南極鯨重要的繁殖地，同時也是南方象海豹和南方海獅重要的繁殖地。此地區的殺人鯨已經發展出獨特的捕獵策略，以適應當地的海岸條件。,拉丁美洲和加勒比海
400,1130,Ischigualasto / Talampaya Natural Parks,Parcs naturels d’Ischigualasto / Talampaya,"These two contiguous parks, extending over 275,300 ha in the desert region on the western border of the Sierra Pampeanas of central Argentina, contain the most complete continental fossil record known from the Triassic Period (245-208 million years ago). Six geological formations in the parks contain fossils of a wide range of ancestors of mammals, dinosaurs and plants revealing the evolution of vertebrates and the nature of palaeo-environments in the Triassic Period.","Ces deux parcs contigus s'étendent sur plus de 275 300 ha dans la région désertique jouxtant à l'ouest les Sierras Pampeanas du centre de l'Argentine. Ils renferment l'ensemble continental le plus complet au monde de fossiles de la période du Trias (de -245 à -208 millions d'années). On y trouve six formations géologiques contenant des fossiles d'un large spectre d'ancêtres de mammifères, de dinosaures et de plantes, qui témoignent de l'évolution des vertébrés et de la nature des paléo-environnements de la période du Trias.",<em>Criterion (viii):</em> The site contains a complete sequence of fossiliferous continental sediments representing the entire Triassic Period (45 million years) of geological history. No other place in the world has a fossil record comparable to that of Ischigualasto-Talampaya which reveals the evolution of vertebrate life and the nature of palaeoenvironments in the Triassic Period.,<em>Critère (viii):</em> Le site contient une séquence complète de sédiments continentaux fossilifères représentant l’histoire géologique de la période du Trias dans son entité (45 millions d’années). Aucun autre endroit sur Terre n’a de gisements fossilifères comparables à ceux d’Ischigualasto-Talampaya qui témoignent de l’évolution de la vie vertébrée et de la nature des paléo-environnements du Trias.,2000,,0,-68.0000000,-30.0000000,275369.00,(viii),Natural,Argentina,Argentine,Latin America and the Caribbean,Amérique latine et Caraïbes,2024-04-28 08:57:01.028782,2024-05-01 08:31:04.345045,伊斯奇瓜拉斯托/塔蘭帕亞自然公園,阿根廷,"這兩個相鄰的公園位於阿根廷中部西部邊境的西雅拉帕姆佩阿納斯山脈，總面積達275,300公頃，在沙漠地區延伸。這兩個公園包含了三疊紀時期（2.45-2.08億年前）已知最完整的大陸化石記錄。公園內的六個地質形態含有各種哺乳動物、恐龍和植物的祖先的化石，揭示了脊椎動物的演化和三疊紀時期古環境的性質。",拉丁美洲和加勒比海
401,1159,Jesuit Block and Estancias of Córdoba,Ensemble et les estancias jésuites de Córdoba,"The Jesuit Block in Córdoba, heart of the former Jesuit Province of Paraguay, contains the core buildings of the Jesuit system: the university, the church and residence of the Society of Jesus, and the college. Along with the five estancias, or farming estates, they contain religious and secular buildings, which illustrate the unique religious, social, and economic experiment carried out in the world for a period of over 150 years in the 17th and 18th centuries.","L'ensemble de Córdoba, noyau de l'ancienne province jésuite du Paraguay, comprend les principaux bâtiments du système jésuite : l'université, l'église, la résidence de la Compagnie de Jésus et le collège. Avec les cinq « estancias », ils abritent des édifices religieux et séculiers illustrant l'expérience religieuse, sociale et économique sans précédent menée à travers le monde pendant plus de 150 ans, aux XVIIe et XVIIIe siècles.","<em>Criterion (ii):</em> The Jesuit buildings and ensembles of Córdoba and the estancias are exceptional examples of the fusion of European and indigenous values and cultures during a seminal period in South America.</p>
 <p><em>Criterion (iv):</em> The religious, social, and economic experiment carried out in South America for over 150 years by the Society of Jesus produced a unique form of material expression, which is illustrated by the Jesuit buildings and ensembles of Córdoba and the estancias.","<em>Critère (ii):</em> Les édifices et les ensembles jésuites de Córdoba, et des estancias, sont des exemples exceptionnels de la fusion des valeurs et cultures européennes et indigènes en Amérique du sud à une époque déterminante.</p>
 <p><em>Critère (iv): </em>L’expérience religieuse, sociale et économique menée en Amérique du sud pendant plus de 150 ans par la Compagnie de Jésus donna naissance à une forme unique d’expression matérielle qui se traduit dans les édifices et ensembles jésuites de Córdoba et dans les estancias.",2000,,0,-64.1911100,-31.4205600,38.12,(ii)(iv),Cultural,Argentina,Argentine,Latin America and the Caribbean,Amérique latine et Caraïbes,2024-04-28 08:57:01.030026,2024-05-01 08:31:09.448203,哥多華的耶穌會大樓群和大牧場,阿根廷,科爾多瓦的耶穌會大樓位於巴拉圭前耶穌會省的中心，包含了耶穌會系統的核心建築：大學、耶穌會教堂和住所，以及學院。除了五個農場莊園，它們還包含宗教和世俗建築，展示了在17世紀和18世紀持續了超過150年的獨特宗教、社會和經濟實驗。這些建築物展示了在世界上進行的獨特宗教、社會和經濟實驗，是繁體中文世界遺產的一部分。,拉丁美洲和加勒比海
402,1295,Quebrada de Humahuaca,Quebrada de Humahuaca,"Quebrada de Humahuaca follows the line of a major cultural route, the Camino Inca, along the spectacular valley of the Rio Grande, from its source in the cold high desert plateau of the High Andean lands to its confluence with the Rio Leone some 150 km to the south. The valley shows substantial evidence of its use as a major trade route over the past 10,000 years. It features visible traces of prehistoric hunter-gatherer communities, of the Inca Empire (15th to 16th centuries) and of the fight for independence in the 19th and 20th centuries.","Quebrada de Humahuaca suit un itinéraire culturel important, le Camino Inca, le long de la spectaculaire vallée du Rio Grande, depuis sa source dans les hauts plateaux désertiques et froids des Hautes Andes à sa confluence avec le Rio Leone, quelque 150 kilomètres plus au sud. La vallée offre des indices importants de son utilisation comme grande voie commerciale depuis 10 000 ans, et notamment des traces de chasseurs-cueilleurs préhistoriques, de l’Empire inca (XVe-XVIe siècle) et des combats pour l’indépendance (XIXe-XXe siècle).","<em>Criterion (ii):</em> The Quebrada de Humahuaca valley has been used over the past 10,000 years as a crucial passage for the transport of people and ideas from the high Andean lands to the plains.</p>
 <p><em>Criteria (iv) and (v):</em> The Quebrada de Humahuaca valley reflects the way its strategic position has engendered settlement, agriculture and trade. Its distinctive pre-Hispanic and pre-Incan settlements, as a group with their associated field systems, form a dramatic addition to the landscape and one that can certainly be called outstanding.","<em>Critère (ii):</em> La vallée Quebrada de Humahuaca a été utilisée sur plus de 10 000 ans en tant que passage essentiel pour le transport des populations et la transmission des idées depuis les hautes terres des Andes jusqu’aux plaines.</p>
 <p><em>Critères (iv) et (v): </em>La vallée Quebrada de Humahuaca reflète la façon dont sa position stratégique a favorisé les peuplements, l’agriculture et le commerce. Ses peuplements pré-hispaniques et pré-incas, en tant que groupe avec leurs systèmes de champs associés, renforcent de façon spectaculaire le caractère du paysage que l’on peut qualifier de remarquable.",2003,,0,-65.3488611,-23.1998611,172116.44,(ii)(iv)(v),Cultural,Argentina,Argentine,Latin America and the Caribbean,Amérique latine et Caraïbes,2024-04-28 08:57:01.031428,2024-05-01 08:31:15.713954,胡馬瓦卡峽谷,阿根廷,位於阿根廷北部的烏馬瓦卡峽谷沿著一條重要的文化路線，即印加古道，沿著里奧格蘭德河壯麗的山谷延伸，從其源頭在寒冷的高原高山地區到南部約150公里處的里奧雷奧內河匯流處。這個峽谷顯示出在過去一萬年中作為主要貿易路線的充分證據。它展示了史前獵人-採集者社區、印加帝國（15至16世紀）以及19和20世紀為獨立而鬥爭的可見痕跡。,拉丁美洲和加勒比海
